"","S.No.","sofifa_id","short_name","long_name","Market_Value","Wages","age","pace","shooting","passing","dribbling","defending","physic","Mins_Total","Goals_total","Assists_Total","Shots_per_game_total","Yellow_Cards_Total","Red_Cards_Total","Aerial_Battles_Won_Per_Game_Total","Man_of_The_Match_Total","Player_international_reputation","weak_foot","Club_Int_Prestige","Club_Domestic_Prestige","Player_Continent","Club_Continent","preferred_foot","Position_Final","Clusters"
"2140",2679,178628,"F. Forestieri","Fernando Martín Forestieri",4,30,29,78,73,68,79,48,67,1445,6,1,1.799999952,2,1,0.5,3,1,3,1,5,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2143",2682,201093,"N. Powell","Nick Powell",4,20,25,67,70,66,72,47,64,2000,8,6,2.599999905,4,0,2.5,2,1,4,1,7,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2153",2700,211703,"M. Schnatterer","Marc Schnatterer",4,15,33,70,78,77,73,35,61,2190,10,9,2.599999905,2,0,0.400000006,2,1,4,1,5,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"2154",2702,216020,"L. Gil","Leonardo Gil",4,15,28,67,52,77,71,70,74,1700,2,5,0.899999976,3,0,1.5,3,1,2,4,7,"South America","South America","Left","Midfield (Attacking/Defensive)",1
"2156",2704,231601,"Dalmau","Adriàn Dalmau Vaquer",4,15,25,77,75,53,68,41,58,2575,19,3,2.299999952,9,0,1.5,2,1,3,2,7,"Europe","Europe Tier 2","Right","Forward",1
"2158",2708,213613,"S. Gustafson","Simon Gustafson",4,10,24,66,71,71,72,52,72,3146,11,9,1.299999952,5,1,1,2,1,3,2,7,"Europe","Europe Tier 2","Left","Attacking Midfield",1
"2159",2709,225114,"M. Mahi","Mimoun Mahi",4,10,25,76,73,67,77,35,65,2172,8,6,2.299999952,2,0,1.200000048,2,1,4,4,6,"Africa","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2162",2718,166074,"Bebé","Tiago Manuel Dias Correia",4,8,28,83,74,69,72,41,82,14,14,14,14,14,14,14,14,1,4,1,2,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"2163",2719,202035,"N. Benezet","Nicolas Benezet",4,8,28,77,69,70,76,32,53,2378,6,1,2.899999976,3,0,1.000000015,3,1,4,1,10,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"2164",2720,209449,"Gerso","Gerso Fernandes",4,9,28,93,66,62,76,41,50,1751,2,6,1.600000024,5,0,0.100000001,1,1,2,2,7,"Africa","North America","Left","Attacking Midfield",1
"2165",2721,221306,"M. Barrios","Michael David Barrios Puerta",4,8,28,92,66,66,74,45,51,2852,5,14,1.799999952,6,0,0.400000006,4,1,2,2,6,"South America","North America","Right","Attacking Midfield,Forward",1
"2166",2722,238830,"Alexandre Guedes","Alexandre Garcia Guedes",4,9,25,64,70,58,69,22,70,2115,6,3,1.899999976,2,0,3.900000095,2,1,3,3,7,"Europe","Europe Tier 2","Right","Forward",1
"2169",2730,179591,"Pablo Hernández","Pablo Hernández Domínguez",3.9,60,34,70,73,76,78,46,60,3515,12,12,2.700000048,6,0,0.100000001,5,2,3,1,9,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"2171",2733,223283,"F. Diedhiou","Famara Diedhiou",3.9,30,26,60,70,46,66,31,73,3192,13,2,2.799999952,5,0,5.599999905,1,1,2,1,7,"Africa","Europe Tier 3","Right","Forward",1
"2173",2738,203304,"B. Assombalonga","Britt Assombalonga",3.9,30,26,77,71,57,66,38,72,2685,14,0,2,2,0,1,1,1,3,1,8,"Africa","Europe Tier 3","Right","Forward",1
"2175",2745,213746,"Arsénio","Arsénio Martins Lafuente Nunes",3.9,20,29,74,67,69,76,36,64,2316,4,5,0.800000012,4,0,0.5,1,1,3,1,3,"Europe","Asia Pacific","Right","Midfield (Attacking/Defensive)",1
"2178",2749,220128,"J. Cristaldo","Jonatan Cristaldo",3.9,20,30,74,71,62,74,28,70,1358,5,2,1.700000048,2,0,2,2,1,4,8,9,"South America","South America","Right","Attacking Midfield,Forward",1
"2186",2758,224368,"M. Doumbia","Moussa Doumbia",3.9,15,24,83,68,66,75,36,60,1600,3,1,1,5,0,0.600000024,2,1,2,1,4,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",1
"2187",2759,239073,"C. Antwi-Adjej","Christopher Antwi-Adjej",3.9,15,25,86,60,61,77,26,55,2078,10,3,1.899999976,3,0,0.600000024,3,1,3,1,1,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"2191",2766,202547,"J. Bahebeck","Jean-Christophe Bahebeck",3.9,15,26,74,71,70,73,37,66,783,5,3,2.099999905,3,0,2,2,1,4,2,7,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2194",2771,234870,"E. Karaca","Efecan Karaca",3.9,15,29,83,63,65,78,44,50,2784,2,7,1.100000024,1,0,0.400000006,2,1,4,1,2,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"2196",2775,201877,"M. Møller Dæhli","Mats  Møller Dæhli",3.9,10,24,78,53,67,80,23,48,2526,2,4,0.899999976,2,0,0.400000006,1,1,3,1,6,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2205",2789,211017,"Víctor Rodríguez","Víctor Rodríguez Romero",3.9,8,29,74,70,71,75,43,60,1236,3,3,1.700000048,1,0,0.400000006,2,1,4,4,8,"Europe","North America","Right","Attacking Midfield",1
"2209",2797,237153,"L. Blessing","Latif Blessing",3.9,6,22,86,62,64,75,57,57,2824,6,3,1.200000048,7,0,0.600000024,2,1,4,2,8,"Africa","North America","Right","Attacking Midfield,Forward",1
"2214",2811,192955,"M. Klich","Mateusz Klich",3.8,50,29,59,70,72,71,56,71,4000,10,9,1.799999952,9,0,0.5,3,1,3,1,9,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"2216",2813,189059,"J. Livermore","Jake Livermore",3.8,40,29,62,63,70,69,72,78,3173,2,2,0.600000024,9,2,0.5,0,2,2,1,9,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",1
"2220",2818,200765,"M. Bešic","Muhamed Bešic",3.6,20,26,63,54,67,74,70,74,2272,2,5,1.200000048,5,1,0.200000003,2,2,3,5,6,"Europe","Europe Tier 1","Right","Defensive Midfield",1
"2221",2819,204412,"G. Saville","George Saville",3.8,20,26,64,66,69,71,68,76,2836,4,0,2.599999905,9,0,3.899999976,1,1,3,1,8,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",1
"2231",2836,181236,"Fernando Boldrin","Fernando Henrique Boldrin",3.8,15,30,67,68,72,72,59,63,2608,4,7,1.799999952,8,0,0.400000006,0,1,4,2,3,"South America","Europe Tier 2","Right","Attacking Midfield",1
"2232",2838,215076,"L. Faravelli","Lorenzo Faravelli",3.8,10,26,77,70,69,72,70,72,1547,4,1,1.399999976,7,2,0.5,0,1,3,2,5,"South America","South America","Left","Midfield (Attacking/Defensive)",1
"2233",2842,225206,"K. Narey","Khaled Narey",3.8,10,24,85,64,65,71,60,75,2580,7,3,2.5,4,0,0.800000012,5,1,5,3,10,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",1
"2234",2845,216289,"M. Diemers","Mark Diemers",3.8,10,25,72,65,74,76,59,63,2935,7,7,2.099999905,4,0,0.600000024,4,1,3,1,4,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2236",2848,199353,"M. Rzatkowski","Marc Rzatkowski",3.8,8,29,74,65,72,75,64,68,2439,2,3,1.399999976,4,0,1,3,1,3,4,8,"Europe","North America","Left","Midfield (Attacking/Defensive)",1
"2238",2852,184031,"Licá","Luis Carlos Pereira Carneiro",3.8,8,30,75,72,69,73,42,70,2837,11,3,1.700000048,3,0,0.600000024,1,1,3,1,5,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2243",2871,177896,"M. Vrancic","Mario Vrancic",3.7,40,30,55,70,73,73,59,70,1484,10,7,1.200000048,5,0,1,3,1,3,1,1,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"2250",2882,209430,"R. Ripart","Renaud Ripart",3.7,20,26,73,73,66,71,60,67,3009,8,4,1.799999952,2,0,2.599999905,3,1,3,1,3,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"2255",2891,208045,"O. Tannane","Oussama Tannane",3.7,15,25,80,74,68,74,35,70,1146,1,3,3.099999905,3,0,0.699999988,1,1,3,2,7,"Africa","Europe Tier 2","Left","Attacking Midfield,Forward",1
"2263",2904,205401,"Vako","Valeri  Qazaishvili",3.7,7,26,64,73,66,79,36,63,2099,8,5,3.400000095,1,0,0.300000012,6,1,3,2,3,"Europe","North America","Right","Attacking Midfield,Forward",1
"2272",2920,172960,"L. Grabban","Lewis Grabban",3.6,40,31,68,73,60,68,31,68,2732,16,3,1.899999976,3,0,0.600000024,1,1,3,1,6,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2275",2928,201290,"R. Žulj","Robert Žulj",3.6,20,27,53,72,71,73,35,68,1685,4,4,1.700000048,2,0,1.200000048,2,1,3,5,6,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"2277",2930,196916,"M. Pack","Marlon Pack",3.6,20,28,53,60,72,69,67,78,4098,2,3,1,12,0,3.599999905,1,1,3,1,8,"Europe","Europe Tier 3","Right","Defensive Midfield",1
"2278",2931,199387,"P. Chavarría","Pablo Chavarría",3.6,20,31,69,71,69,72,36,75,1978,5,3,1.399999976,3,0,2.599999905,0,1,4,1,3,"South America","Europe Tier 1","Right","Attacking Midfield,Forward",1
"2282",2943,158800,"W. Janssen","Willem Janssen",3.6,15,32,40,64,69,68,72,75,3136,6,0,0.899999976,8,0,2.900000095,1,1,4,2,7,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",1
"2284",2945,202106,"M. Knoll","Marvin Knoll",3.6,15,28,73,56,70,64,73,78,2583,4,7,1.5,3,0,3,6,1,3,1,6,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",1
"2286",2949,204684,"M. Seuntjens","Mats Seuntjens",3.6,15,27,73,70,69,73,62,74,2321,6,5,2.099999905,2,0,0.300000012,3,1,4,3,6,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2287",2950,211891,"A. Voglsammer","Andreas Voglsammer",3.6,15,27,77,70,58,67,37,82,2600,13,5,3,4,0,3.5,3,1,3,1,5,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2289",2955,209485,"A. Mühling","Alexander Mühling",3.6,10,26,70,63,71,73,57,72,2903,8,6,1.600000024,6,0,2,5,1,4,1,4,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"2292",2964,207676,"Rafael Silva","Rafael da Silva",6.5,10,27,84,71,64,73,31,66,1057,8,3,2.700000048,1,1,1.700000048,0,1,3,1,1,"South America","Asia Pacific","Right","Forward",1
"2293",2965,201549,"N. Nikolic","Nemanja Nikolic",3.6,8,31,68,73,60,68,31,70,2005,12,0,1.5,3,0,0.5,1,2,4,1,5,"Europe","North America","Right","Forward",1
"2296",2969,212478,"G. Zardes","Gyasi Zardes",2.5,7,27,85,70,51,68,44,77,2478,13,2,2.200000048,0,0,2.299999952,5,1,4,2,6,"North America","North America","Right","Attacking Midfield,Forward",1
"2301",2981,231113,"Z. Bakaev","Zelimkhan Bakaev",4.8,30,23,86,67,61,74,32,55,1823,8,0,1.799999952,4,0,0.699999988,4,1,3,4,10,"Europe","Europe Tier 2","Left","Attacking Midfield",1
"2302",2983,167753,"A. Büyük","Adem Büyük",3.5,50,31,76,71,66,77,29,66,2120,6,1,1.700000048,7,1,2.799999952,1,1,3,7,10,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2305",2987,163050,"B. Sharp","Billy Sharp",3.5,30,33,58,74,62,64,42,68,3028,23,4,1.899999976,3,0,1.100000024,5,1,3,1,1,"Europe","Europe Tier 1","Right","Forward",1
"2306",2988,232080,"J. Harrison","Jack Harrison",3.5,30,22,80,64,65,74,39,64,2685,4,3,1.200000048,2,0,0.600000024,0,1,2,9,10,"Europe","Europe Tier 1","Left","Attacking Midfield",1
"2307",2989,201368,"K. McLean","Kenny McLean",3.5,30,27,74,69,68,73,60,70,1345,3,6,1,1,0,2.599999905,2,1,3,1,1,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"2308",2990,192495,"R. Sawyers","Romaine Sawyers",3.5,30,27,71,60,70,73,57,67,3642,0,6,0.899999976,9,0,0.5,1,1,3,1,9,"North America","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"2314",3001,184133,"Castro","André de Castro Pereira",3.5,20,31,67,71,71,74,64,76,2638,1,9,1.700000048,3,1,1.200000048,0,1,2,1,4,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"2317",3004,177765,"P. Cissé","Papiss Demba Cissé",3.5,15,34,61,77,66,74,38,66,2242,16,0,3.799999952,6,1,2.599999905,2,2,4,1,2,"Africa","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2333",3025,211119,"Pedro Santos","Pedro Miguel Martins Santos",4.9,8,31,78,67,70,73,59,61,2766,11,5,2.299999952,7,0,0.899999976,4,1,5,2,6,"Europe","North America","Left","Attacking Midfield",1
"2334",3026,199809,"T. Sušic","Tino-Sven Sušic",2.7,7,27,66,68,74,73,58,70,2173,5,2,1.5,3,0,1.700000048,2,1,2,1,2,"Europe","Europe Tier 4","Left","Midfield (Attacking/Defensive)",1
"2341",3042,193429,"Douglas","Douglas Pereira dos Santos",3.4,40,28,80,65,70,76,70,61,2821,3,7,0.899999976,2,2,1.299999952,3,1,2,7,10,"South America","Europe Tier 2","Right","Defensive Midfield,Defense",1
"2345",3046,183422,"J. Howson","Jonny Howson",3.4,30,31,65,70,69,71,65,72,3943,1,6,1.299999952,7,0,1.100000024,2,1,4,1,8,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",1
"2347",3048,176894,"Mossoró","José Márcio da Costa",3.4,20,35,70,72,75,78,45,60,2028,3,4,0.699999988,3,0,0.300000012,2,1,4,1,4,"South America","Europe Tier 2","Right","Attacking Midfield",1
"2357",3062,214876,"J. Marriott","Jack Marriott",3.2,15,24,84,71,50,66,26,67,1959,10,4,1.600000024,3,0,0.600000024,1,1,4,1,8,"Europe","Europe Tier 3","Right","Forward",1
"2358",3066,214772,"N. Pasquini","Nicolás Pasquini",3.4,15,28,75,63,75,68,68,71,2250,0,3,1,3,0,1.399999976,2,1,2,7,8,"South America","South America","Left","Defensive Midfield,Defense",1
"2370",3086,190549,"M. Henriksen","Markus Henriksen",3.4,10,26,65,70,68,67,69,76,3441,2,2,0.800000012,13,0,3.299999952,0,1,2,1,4,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"2378",3101,192841,"E. Giaccherini","Emanuele Giaccherini",3.4,6,34,68,69,73,80,61,61,2008,3,1,1.299999952,8,0,0.5,1,2,4,2,9,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"2382",3110,200443,"B. Douglas","Barry Douglas",2.6,40,29,68,64,75,68,69,67,1988,0,5,0.600000024,8,0,1.899999976,0,1,3,1,9,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",1
"2386",3115,200521,"T. Ince","Tom Ince",3.3,20,27,77,68,67,76,33,54,3102,6,7,2.700000048,2,0,0.300000012,2,1,3,1,7,"Europe","Europe Tier 3","Left","Attacking Midfield",1
"2402",3144,183936,"M. Donald","Mitchell Glenn Donald",3.3,10,30,70,67,67,67,68,81,2000,5,1,1,8,0,0.800000012,2,1,3,1,2,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"2404",3146,211287,"M. Fofana","Moryké Fofana",3.3,10,27,90,65,62,77,26,57,1961,6,1,1.100000024,5,0,0.400000006,1,1,3,1,2,"Africa","Europe Tier 2","Right","Attacking Midfield",1
"2407",3152,232514,"G. Carabajal","Horacio Gabriel Carabajal",3.3,10,27,70,70,67,74,32,65,1864,6,6,1.5,5,0,0.899999976,2,1,3,5,6,"South America","South America","Right","Attacking Midfield",1
"2424",3180,222590,"M. Manotas","Mauro Manotas",3.2,6,23,73,70,57,69,33,67,2540,13,7,2.900000095,0,0,0.899999976,3,1,2,2,6,"South America","North America","Right","Attacking Midfield,Forward",1
"2425",3183,213209,"K. Acosta","Kellyn Acosta",3.2,5,23,77,67,69,72,65,76,2621,2,1,1.100000024,8,1,0.600000024,0,1,5,1,4,"North America","North America","Right","Defensive Midfield,Defense",1
"2432",3200,178567,"E. Pieters","Erik Pieters",3.2,20,30,66,40,69,69,73,78,3108,3,3,1.200000018,6,0,3.599999905,4,2,3,1,2,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"2433",3201,184274,"C. Basham","Chris Basham",3.2,20,30,66,43,57,59,72,79,3393,4,1,0.400000006,11,1,2.900000095,4,1,2,1,1,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"2435",3204,212454,"C. O'Dowda","Callum O'Dowda",3.2,20,24,85,60,64,73,38,63,1803,4,4,0.899999976,2,0,1.5,1,1,2,1,7,"Europe","Europe Tier 3","Left","Attacking Midfield",1
"2436",3205,228815,"T. Roberts","Tyler Roberts",3.2,20,20,80,66,64,73,27,69,1866,3,5,2,3,0,0.899999976,2,1,3,1,9,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2439",3209,212879,"S. Michel","Sven Michel",3.2,20,28,78,72,62,70,27,71,2169,10,4,2.700000048,4,0,1.899999976,3,1,3,1,1,"Europe","Europe Tier 1","Left","Forward",1
"2449",3225,212107,"A. Jahovic","Adis Jahovic",3.2,15,32,63,73,48,64,33,76,1713,6,1,2.099999905,3,1,3.599999905,3,1,3,1,2,"Europe","Europe Tier 2","Right","Forward",1
"2451",3227,192321,"C. Buchtmann","Christopher Buchtmann",3.2,15,27,68,65,73,73,61,66,1920,5,2,2,7,0,0.800000012,2,1,4,1,6,"Europe","Europe Tier 3","Left","Midfield (Attacking/Defensive)",1
"2454",3232,142966,"J. Dátolo","Jesús Alberto Dátolo",3.2,10,35,61,76,80,77,51,60,1325,5,2,1.799999952,2,0,0.899999976,0,1,3,4,5,"South America","South America","Left","Midfield (Attacking/Defensive)",1
"2456",3241,221367,"D. Miloševic","Deni Miloševic",3.2,10,24,66,67,70,72,37,64,2440,1,4,1.200000048,3,0,0.600000024,1,1,3,3,6,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2467",3259,226035,"J. Morris","Jordan Morris",2.4,5,24,86,68,57,65,34,77,2396,13,6,1.600000024,2,0,1.5,3,1,2,4,8,"North America","North America","Right","Attacking Midfield,Forward",1
"2470",3265,212138,"P. Frankowski","Przemyslaw Frankowski",3.2,5,24,92,61,66,66,48,69,2301,5,7,1.799999952,3,0,0.699999988,1,1,3,1,5,"Europe","North America","Right","Attacking Midfield",1
"2472",3272,238196,"A. Sigurðsson","Arnór Sigurðsson",4.3,20,20,74,66,66,73,45,62,1610,7,2,3.200000048,5,0,0.800000012,1,1,3,7,10,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2473",3273,186156,"L. Ayling","Luke Ayling",2.8,40,27,69,50,61,68,72,75,3427,2,6,1.200000048,4,1,2.5,3,1,3,1,9,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",1
"2477",3277,190593,"D. Aleksic","Danijel Aleksic",3.1,30,28,72,71,71,74,35,70,2483,10,6,1.899999976,7,0,1.100000024,5,1,4,5,8,"Europe","Europe Tier 2","Left","Attacking Midfield",1
"2478",3278,193884,"S. Clucas","Sam Clucas",3.1,30,28,70,67,71,70,65,72,2006,3,4,0.899999976,2,1,1.899999976,2,1,4,1,7,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",1
"2483",3289,190748,"Y. Öztekin","Yasin Öztekin",3.1,20,32,78,71,69,76,46,65,1934,8,2,2.200000048,7,0,0.400000006,2,1,3,1,4,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"2484",3290,228595,"G. Prömel","Grischa Prömel",3.1,20,24,64,62,65,68,65,74,2591,7,2,1.399999976,8,1,2.700000048,3,1,4,1,1,"Europe","Europe Tier 1","Right","Midfield (Attacking/Defensive)",1
"2490",3299,208052,"A. Yiadom","Andy Yiadom",3.1,15,27,84,51,59,71,68,68,4050,1,4,0.600000024,7,0,2.700000048,3,1,3,1,3,"Africa","Europe Tier 3","Right","Defensive Midfield,Defense",1
"2494",3304,184823,"Djalma","Djalma Braume Manuel Abel Campos",3.1,15,32,81,69,68,73,46,75,2247,4,5,1.600000024,3,0,0.600000024,3,2,3,1,2,"Africa","Europe Tier 2","Right","Attacking Midfield",1
"2500",3312,235297,"M. Bero","Matúš Bero",3.1,10,23,74,72,68,72,59,76,2550,9,3,1.100000024,9,2,1.100000024,0,1,3,2,7,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"2510",3333,238922,"M. Kaye","Mark-Anthony Kaye",4.1,6,24,72,55,67,69,68,72,2548,4,8,1.100000024,7,0,1.100000024,0,1,3,2,8,"North America","North America","Left","Midfield (Attacking/Defensive)",1
"2511",3347,171919,"Naldo","Ronaldo  Aparecido Rodrigues",2.5,30,36,53,65,62,60,81,71,16,16,16,16,16,16,16,16,3,4,6,8,"South America","Europe Tier 1","Right","Defense",1
"2517",3357,205990,"H. Reed","Harrison Reed",3,20,24,65,57,70,69,68,65,2410,3,5,0.699999988,5,0,0.800000012,1,1,3,4,4,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"2528",3372,229321,"Amilton","Amilton Minervino da Silva",3,15,29,91,68,62,75,33,66,1153,1,4,1.299999952,6,0,0.899999976,0,1,3,3,5,"South America","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2530",3374,222204,"Cao Yunding","Cao Yunding",3,15,29,84,62,67,74,34,66,2016,2,11,0.899999976,2,0,0.200000003,3,1,4,3,5,"Asia","Asia Pacific","Right","Attacking Midfield",1
"2533",3379,176841,"L. Jutkiewicz","Lukas Jutkiewicz",3,10,30,60,70,59,65,44,79,3824,14,10,2.599999905,4,0,12.39999962,13,1,4,1,4,"Europe","Europe Tier 3","Left","Forward",1
"2535",3381,210722,"Júlio Tavares","Júlio Carolino Tavares",3,10,30,54,70,52,67,29,71,2804,5,4,1.700000048,4,0,6.599999905,1,1,2,1,2,"Africa","Europe Tier 1","Right","Attacking Midfield,Forward",1
"2536",3382,241166,"S. Rybalka","Sergiy Rybalka",3,10,29,57,65,75,70,67,62,1938,4,2,1.399999976,3,0,0.600000024,2,1,3,2,4,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"2537",3391,205970,"J. Wallace","Jed Wallace",3,10,25,76,64,68,71,45,65,3685,5,2,1.799999952,9,0,1,0,1,4,1,3,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"2550",3416,212408,"Frédéric Mendy","Frédéric Mendy",3,6,30,62,69,56,64,32,81,2040,4,3,1.200000048,6,0,5.699999809,5,1,3,1,3,"Africa","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2552",3420,213302,"I. Tajouri-Shradi","Ismael Tajouri-Shradi",3,6,25,82,70,64,75,31,53,1031,6,3,1.5,1,0,0.300000012,2,1,4,5,10,"Africa","North America","Left","Attacking Midfield",1
"2560",3436,182744,"J. Holebas","Jose Holebas",2.9,40,35,69,65,75,74,76,76,2394,3,6,0.600000024,12,1,2.200000048,0,2,2,3,4,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"2561",3437,202052,"B. Afobe","Benik Afobe",2.9,30,26,76,70,59,67,29,69,2824,8,2,1.100000024,0,0,2,3,1,2,1,7,"Africa","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2565",3442,245368,"G. Yalçin","Güven Yalçin",2.9,30,20,78,70,60,73,23,57,1098,8,2,1.700000048,2,0,0.600000024,1,1,2,7,10,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2570",3454,204370,"S. van de Streek","Sander  van de Streek",2.9,10,26,68,73,65,68,57,64,2640,9,2,2.400000095,2,0,2.900000095,2,1,3,2,7,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2578",3469,121944,"B. Schweinsteiger","Bastian Schweinsteiger",2.5,8,34,34,71,79,71,74,73,2676,1,3,0.800000012,10,0,1.200000048,3,4,3,1,5,"Europe","North America","Right","Defensive Midfield,Defense",1
"2591",3500,180818,"D. McGoldrick","David McGoldrick",2.8,30,31,66,71,67,72,33,67,3263,15,4,2.599999905,5,0,2.900000095,3,1,3,1,1,"Europe","Europe Tier 1","Right","Attacking Midfield,Forward",1
"2593",3502,152999,"R. Palacio","Rodrigo Sebastián Palacio",2.2,30,37,74,71,72,82,46,65,2335,3,6,1.600000024,6,0,1.399999976,0,2,3,2,4,"South America","Europe Tier 1","Right","Attacking Midfield,Forward",1
"2596",3508,179972,"E. Derdiyok","Eren Derdiyok",2.8,20,31,36,74,66,66,32,72,1358,9,1,4,1,0,9.300000191,2,2,3,1,4,"Europe","Europe Tier 2","Right","Forward",1
"2609",3528,206104,"S. Dursun","Serdar Dursun",2.8,15,27,60,70,52,67,31,72,2904,11,3,2.799999952,4,0,5.199999809,6,1,4,1,6,"Europe","Europe Tier 3","Right","Forward",1
"2617",3538,207440,"F. Fragapane","Franco Fragapane",2.8,10,26,90,64,67,74,36,52,1877,7,3,1.200000048,6,0,0.800000012,2,1,3,6,6,"South America","South America","Right","Attacking Midfield",1
"2626",3554,216481,"J. Cooper","Jake Cooper",2.8,8,24,52,31,47,50,71,75,4140,6,6,1.299999952,10,0,6.199999809,3,1,2,1,3,"Europe","Europe Tier 3","Left","Defense",1
"2628",3556,192561,"L. Thy","Lennart Thy",2.8,9,27,76,69,62,67,46,76,1330,9,1,2.099999905,0,0,1.899999976,3,1,4,1,5,"Europe","Europe Tier 2","Right","Forward",1
"2630",3559,220862,"J. Hugill","Jordan Hugill",2.8,8,27,72,68,52,65,38,85,1872,6,2,1.5,6,0,3.5,2,1,2,4,5,"Europe","Europe Tier 1","Right","Forward",1
"2639",3580,223458,"R. Mirzov","Reziuan Mirzov",2.8,30,26,81,64,65,76,50,63,1688,6,1,3.200000048,6,0,0.100000001,2,1,3,4,10,"Europe","Europe Tier 2","Right","Attacking Midfield",1
"2642",3584,188949,"L. Siligardi","Luca Siligardi",2.7,30,31,75,68,71,77,37,59,1645,1,2,1.299999952,2,0,0.5,1,1,3,2,4,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"2657",3610,225669,"K. Ehizibue","Kingsley Ehizibue",2.7,15,24,86,57,64,71,66,81,2847,1,7,0.699999988,10,0,1.799999952,0,1,2,3,4,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"2666",3629,177390,"H. Medunjanin","Haris Medunjanin",2.7,8,34,56,71,75,72,62,70,3270,1,5,1,6,0,0.600000024,1,2,4,1,4,"Europe","North America","Left","Midfield (Attacking/Defensive)",1
"2680",3658,208114,"Patrick","Patrick De Oliveira Vieira",2.7,5,28,77,53,66,71,69,69,2717,0,5,0.800000012,9,1,0.5,0,1,3,1,1,"South America","Europe Tier 2","Right","Defense",1
"2681",3660,205585,"J. Price","Jack Price",2.7,6,26,52,47,71,64,63,72,2233,1,10,0.100000001,9,1,0.300000012,1,1,3,1,4,"Europe","North America","Right","Defensive Midfield",1
"2682",3661,227230,"Eber Bessa","Éber Henrique Ferreira de Bessa",2.7,5,27,70,63,69,74,60,54,2381,2,6,1.799999952,9,1,0.600000024,1,1,3,1,3,"South America","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
